date,close,highest,lowest ,open,amount,rate,volume,turnover 
2009/12/7,3331.897,3334.011,3302.134,3313.06,14.853,0.4478,139876001,1.72E+11
2009/12/8,3296.664,3330.382,3260.671,3330.326,-35.233,-1.0574,137065573,1.63E+11
2009/12/9,3239.568,3284.645,3228.204,3258.003,-57.096,-1.7319,115095030,1.36E+11
2009/12/10,3254.264,3276.126,3225.562,3258.354,14.696,0.4536,94306516,1.13E+11
2009/12/11,3247.318,3280.939,3242.373,3260.448,-6.946,-0.2134,91542945,1.08E+11
2009/12/14,3302.904,3315.034,3178.229,3246.951,55.586,1.7118,118243321,1.39E+11
2009/12/15,3274.46,3303.176,3267.935,3283.598,-28.444,-0.8612,101484567,1.26E+11
2009/12/16,3255.213,3299.331,3246.607,3262.862,-19.247,-0.5878,103873513,1.23E+11
2009/12/17,3179.078,3272.975,3176.626,3261.608,-76.135,-2.3389,105646586,1.24E+11
2009/12/18,3113.886,3169.582,3108.03,3154.815,-65.192,-2.0507,101866376,1.17E+11
2009/12/21,3122.973,3123.986,3088.003,3108.067,9.087,0.2918,74568126,90229874549
2009/12/22,3050.52,3129.314,3039.858,3126.615,-72.453,-2.32,85080787,99479570551
2009/12/23,3073.777,3078.837,3041.348,3048.199,23.257,0.7624,80058134,90894879432
2009/12/24,3153.41,3156.531,3075.107,3080.874,79.633,2.5907,102406204,1.23E+11
2009/12/25,3141.353,3154.774,3128.15,3149.226,-12.057,-0.3823,84545783,1.01E+11
2009/12/28,3188.785,3202.087,3148.86,3148.86,47.432,1.5099,91211608,1.11E+11
2009/12/29,3211.761,3212.516,3166.758,3190.172,22.976,0.7205,102612637,1.17E+11
2009/12/30,3262.6,3267.001,3206.217,3211.828,50.839,1.5829,129456039,1.58E+11
2009/12/31,3277.139,3282.211,3250.026,3264.998,14.539,0.4456,116520402,1.39E+11
2010/1/4,3243.76,3295.279,3243.319,3289.75,-33.379,-1.0185,109447927,1.34E+11
2010/1/5,3282.179,3290.512,3221.462,3254.468,38.419,1.1844,126115066,1.62E+11
2010/1/6,3254.215,3295.868,3253.044,3277.517,-27.964,-0.852,123651384,1.58E+11
2010/1/7,3192.776,3268.819,3176.707,3253.991,-61.439,-1.888,128652827,1.57E+11
2010/1/8,3195.997,3198.92,3149.017,3177.259,3.221,0.1009,98377147,1.22E+11
2010/1/11,3212.75,3306.751,3197.328,3301.611,16.753,0.5242,136327216,1.78E+11
2010/1/12,3273.966,3275.202,3180.085,3205.705,61.216,1.9054,140655241,1.74E+11
2010/1/13,3172.658,3232.818,3165.485,3204.976,-101.308,-3.0944,158344278,1.97E+11
2010/1/14,3215.55,3219.016,3165.596,3183.381,42.892,1.3519,135954504,1.68E+11
2010/1/15,3224.152,3241.815,3197.221,3217.19,8.602,0.2675,120541135,1.51E+11
2010/1/18,3237.098,3238.242,3202.207,3213.637,12.946,0.4015,135067238,1.70E+11
2010/1/19,3246.874,3268.806,3236.839,3242.216,9.776,0.302,129943532,1.63E+11
2010/1/20,3151.85,3255.128,3148.334,3252.037,-95.024,-2.9266,158243112,1.93E+11
2010/1/21,3158.863,3176.147,3126.902,3154.189,7.013,0.2225,114337079,1.42E+11
2010/1/22,3128.588,3147.829,3062.629,3118.724,-30.275,-0.9584,137758538,1.64E+11
2010/1/25,3094.411,3136.999,3092.926,3103.32,-34.177,-1.0924,78361862,95145982251
2010/1/26,3019.394,3107.198,3001.956,3094.848,-75.017,-2.4243,93507092,1.09E+11
2010/1/27,2986.607,3028.647,2972.627,3020.54,-32.787,-1.0859,76552214,90324580784
2010/1/28,2994.143,3006.039,2963.891,2985.214,7.536,0.2523,73365767,85654271669
2010/1/29,2989.292,3024.848,2968.453,2979.743,-4.851,-0.162,80475875,95656890364
2010/2/1,2941.36,2981.374,2912.887,2981.374,-47.932,-1.6035,88147114,1.04E+11
2010/2/2,2934.713,2990.748,2930.559,2955.753,-6.647,-0.226,82485789,97685864724
2010/2/3,3003.835,3005.131,2890.021,2945.034,69.122,2.3553,101022537,1.19E+11
2010/2/4,2995.308,3015.126,2968.68,2983.05,-8.527,-0.2839,99918364,1.15E+11
2010/2/5,2939.402,2959.233,2918.909,2936.197,-55.906,-1.8665,97274989,1.11E+11
2010/2/8,2935.174,2954.266,2922.187,2936.452,-4.228,-0.1438,63299582,73159983990
2010/2/9,2948.842,2957.474,2929.21,2932.09,13.668,0.4657,62282207,68112416248
2010/2/10,2982.5,2983.179,2958.217,2967.138,33.658,1.1414,55588005,67017903260
2010/2/11,2985.499,3001.636,2976.079,2985.082,2.999,0.1006,56646305,64892509383
2010/2/12,3018.133,3018.858,2993.437,2996.088,32.634,1.0931,56092124,66931569830
2010/2/22,3003.398,3026.659,3002.811,3016.703,-14.735,-0.4882,68505143,78744835872
2010/2/23,2982.575,2998.907,2938.753,2998.907,-20.823,-0.6933,80392858,98223524244
2010/2/24,3022.177,3023.739,2955.069,2964.984,39.602,1.3278,92918962,1.06E+11
2010/2/25,3060.618,3063.004,3022.373,3026.656,38.441,1.272,119670781,1.39E+11
2010/2/26,3051.943,3067.525,3041.689,3053.498,-8.675,-0.2834,101296291,1.21E+11
2010/3/1,3087.842,3093.095,3054.554,3057.006,35.899,1.1763,111038878,1.31E+11
2010/3/2,3073.108,3095.992,3060.956,3089.706,-14.734,-0.4772,105327647,1.25E+11
2010/3/3,3097.005,3098.456,3061.467,3074.099,23.897,0.7776,117156519,1.37E+11
2010/3/4,3023.373,3102.398,3016.215,3098.069,-73.632,-2.3775,126383889,1.45E+11
2010/3/5,3031.065,3044.165,3011.088,3026.639,7.692,0.2544,92259665,1.06E+11
2010/3/8,3053.232,3058.832,3030.905,3036.415,22.167,0.7313,81011950,92751540604
2010/3/9,3069.141,3084.85,3028.69,3053.26,15.909,0.5211,92381803,1.07E+11
2010/3/10,3048.927,3085.994,3034.739,3067.15,-20.214,-0.6586,84612953,98739579382
2010/3/11,3051.282,3070.935,3025.309,3050.644,2.355,0.0772,79872195,96185690103
2010/3/12,3013.412,3057.519,3011.972,3051.474,-37.87,-1.2411,71418912,84352943940
2010/3/15,2976.939,3013.517,2963.494,3010.722,-36.473,-1.2104,63749768,74779819309
2010/3/16,2992.841,2993.843,2963.438,2974.487,15.902,0.5342,59627991,69931647605
2010/3/17,3050.479,3050.757,2994.893,2999.815,57.638,1.9259,87085699,1.05E+11
2010/3/18,3046.089,3063.586,3035.019,3053.158,-4.39,-0.1439,91379124,1.09E+11
2010/3/19,3067.75,3069.662,3031.023,3046.749,21.661,0.7111,88481189,1.03E+11
2010/3/22,3074.576,3083.345,3061.759,3069.66,6.826,0.2225,96499411,1.13E+11
2010/3/23,3053.125,3082.965,3051.211,3076.957,-21.451,-0.6977,92867190,1.09E+11
2010/3/24,3056.808,3076.749,3052.213,3058.928,3.683,0.1206,89266365,1.04E+11
2010/3/25,3019.176,3051.356,3012.308,3051.356,-37.632,-1.2311,90190542,1.05E+11
2010/3/26,3059.715,3067.707,3009.905,3017.215,40.539,1.3427,93077716,1.09E+11
2010/3/29,3123.798,3130.279,3071.69,3076.048,64.083,2.0944,131895114,1.55E+11
2010/3/30,3128.468,3132.576,3113.767,3123.832,4.67,0.1495,102431515,1.25E+11
2010/3/31,3109.105,3130.112,3101.756,3129.574,-19.363,-0.6189,101143351,1.23E+11
2010/4/1,3147.416,3148.344,3111.935,3111.935,38.311,1.2322,126779213,1.54E+11
2010/4/2,3157.957,3159.598,3141.866,3154.77,10.541,0.3349,122789383,1.50E+11
2010/4/6,3158.681,3177.968,3141.93,3170.612,0.724,0.0229,116814703,1.44E+11
2010/4/7,3148.222,3161.081,3132.236,3156.314,-10.459,-0.3311,103521570,1.27E+11
2010/4/8,3118.709,3143.827,3110.256,3143.451,-29.513,-0.9374,114643389,1.42E+11
2010/4/9,3145.347,3146.459,3114.788,3118.926,26.638,0.8541,105425960,1.34E+11
2010/4/12,3129.263,3156.211,3111.899,3151.888,-16.084,-0.5114,137962701,1.75E+11
2010/4/13,3161.251,3173.634,3101.483,3129.692,31.988,1.0222,143982040,1.85E+11
2010/4/14,3166.183,3167.658,3145.555,3161.551,4.932,0.156,106435847,1.38E+11
2010/4/15,3164.966,3181.663,3135.99,3168.139,-1.217,-0.0384,106263908,1.37E+11
2010/4/16,3130.302,3159.672,3121.366,3159.672,-34.664,-1.0952,80934918,1.03E+11
2010/4/19,2980.297,3096.785,2977.774,3096.785,-150.005,-4.792,129360505,1.56E+11
2010/4/20,2979.533,2998.913,2941.35,2980.081,-0.764,-0.0256,101732249,1.25E+11
2010/4/21,3033.278,3034.327,2972.096,2984.618,53.745,1.8038,116308514,1.46E+11
2010/4/22,2999.484,3023.641,2978.457,3021.289,-33.794,-1.1141,121726664,1.53E+11
2010/4/23,2983.537,3015.633,2966.785,2995.568,-15.947,-0.5317,103518713,1.36E+11
2010/4/26,2969.503,2996.828,2965.832,2988.077,-14.034,-0.4704,89146675,1.16E+11
2010/4/27,2907.928,2962.145,2866.342,2962.145,-61.575,-2.0736,108271273,1.31E+11
2010/4/28,2900.331,2916.676,2865.469,2883.167,-7.597,-0.2613,83749411,1.05E+11
2010/4/29,2868.432,2928.93,2867.938,2912.196,-31.899,-1.0998,89344434,1.12E+11
2010/4/30,2870.611,2875.806,2820.949,2867.649,2.179,0.076,88734444,1.06E+11
2010/5/4,2835.277,2862.555,2809.132,2821.354,-35.334,-1.2309,66079844,78762912103
2010/5/5,2857.151,2857.293,2770.328,2804.514,21.874,0.7715,95340578,1.14E+11
2010/5/6,2739.702,2838.951,2734.999,2838.951,-117.449,-4.1107,92649316,1.13E+11
2010/5/7,2688.383,2732.183,2665.812,2685.992,-51.319,-1.8732,92026260,1.09E+11
2010/5/10,2698.757,2713.061,2646.589,2690.859,10.374,0.3859,81854050,95439351168
2010/5/11,2647.574,2751.07,2638.533,2745.604,-51.183,-1.8965,87897107,1.01E+11
2010/5/12,2655.714,2668.118,2604.198,2628.019,8.14,0.3075,82544160,90582042080
2010/5/13,2710.507,2711.066,2646.896,2653.579,54.793,2.0632,83077733,90736116133
2010/5/14,2696.629,2712.863,2677.19,2692.096,-13.878,-0.512,73368024,82576727209
2010/5/17,2559.931,2663.882,2557.239,2663.882,-136.698,-5.0692,82648326,88207607272
2010/5/18,2594.783,2603.32,2529.625,2555.141,34.852,1.3614,82792386,84659769222
2010/5/19,2587.807,2623.959,2554.984,2581.63,-6.976,-0.2688,71372186,76631733602
2010/5/20,2555.94,2609.639,2551.452,2571.54,-31.867,-1.2314,66390044,71961660671
2010/5/21,2583.522,2584.452,2481.974,2492.575,27.582,1.0791,83856090,86998295723
2010/5/24,2673.423,2680.493,2596.318,2596.318,89.901,3.4798,112497272,1.22E+11
2010/5/25,2622.63,2659.74,2609.086,2654.359,-50.793,-1.8999,93269050,1.02E+11
2010/5/26,2625.793,2644.941,2610.51,2620.853,3.163,0.1206,68710464,75195627889
2010/5/27,2655.918,2662.081,2583.548,2615.105,30.125,1.1473,87883569,96516279204
2010/5/28,2655.767,2686.542,2641.405,2680.403,-0.151,-0.0057,86947998,98648768130
2010/5/31,2592.147,2665.39,2591.535,2647.868,-63.62,-2.3955,78743882,87203750751
2010/6/1,2568.283,2598.897,2534.267,2577.763,-23.864,-0.9206,74666113,79814661762
2010/6/2,2571.423,2572.343,2521.057,2548.542,3.14,0.1223,64866634,69692518811
2010/6/3,2552.656,2596.137,2551.529,2575.77,-18.767,-0.7298,69502328,74462434052
2010/6/4,2553.593,2556.969,2527.873,2536.231,0.937,0.0367,56518495,60645956510
2010/6/7,2511.729,2527.104,2491.661,2508.329,-41.864,-1.6394,65697988,70153783991
2010/6/8,2513.947,2531.882,2491.647,2510.084,2.218,0.0883,63032468,69342653328
2010/6/9,2583.87,2589.473,2501.118,2523.879,69.923,2.7814,96030984,1.03E+11
2010/6/10,2562.58,2581.047,2554.787,2561.549,-21.29,-0.824,74583964,80569289041
2010/6/11,2569.942,2590.979,2566.616,2574.899,7.362,0.2873,66519280,73920367262
2010/6/17,2560.245,2595.509,2559.723,2588.965,-9.697,-0.3773,54957039,61650699806
2010/6/18,2513.222,2568.861,2505.327,2556.602,-47.023,-1.8367,67218453,72840913127
2010/6/21,2586.21,2587.34,2504.315,2517.292,72.988,2.9042,78554425,81694028138
2010/6/22,2588.698,2598.353,2572.962,2579.631,2.488,0.0962,63681459,65898436608
2010/6/23,2569.872,2593.673,2546.52,2576.343,-18.826,-0.7272,58776822,61894821152
2010/6/24,2566.745,2586.898,2554.342,2563.639,-3.127,-0.1217,48856571,51020728773
2010/6/25,2552.817,2572.832,2534.269,2556.54,-13.928,-0.5426,50078852,51687997766
2010/6/28,2535.278,2561.485,2528.385,2550.649,-17.539,-0.687,43203938,45257330900
2010/6/29,2427.053,2541.142,2425.927,2534.496,-108.225,-4.2688,73744904,71361871448
2010/6/30,2398.37,2411.441,2382.358,2409.542,-28.683,-1.1818,55210569,51154351342
2010/7/1,2373.792,2410.769,2371.778,2393.947,-24.578,-1.0248,49967686,46415158479
2010/7/2,2382.901,2386.4,2319.739,2371.323,9.109,0.3837,68329570,61545270259
2010/7/5,2363.947,2378.088,2335.571,2358.757,-18.954,-0.7954,47996452,42999668092
2010/7/6,2409.424,2409.783,2356.553,2358.284,45.477,1.9238,61364295,55618257338
2010/7/7,2421.117,2421.679,2392.567,2407.665,11.693,0.4853,56110700,52493745444
2010/7/8,2415.15,2436.283,2402.002,2429.676,-5.967,-0.2465,54485954,50449202545
2010/7/9,2470.923,2485.6,2398.676,2416.58,55.773,2.3093,85890148,81834661782
2010/7/12,2490.718,2501.024,2455.814,2468.541,19.795,0.8011,82922349,81580605524
2010/7/13,2450.286,2468.69,2439.243,2468.69,-40.432,-1.6233,66327019,63392043165
2010/7/14,2470.44,2494.589,2456.103,2456.103,20.154,0.8225,72946145,70221217634
2010/7/15,2424.304,2487.237,2423.649,2465.989,-46.136,-1.8675,105539239,72186340168
2010/7/16,2424.271,2428.464,2389.071,2414.681,-0.033,-0.0014,70793303,55992242757
2010/7/19,2475.421,2484.194,2392.273,2399.58,51.15,2.1099,88838962,79475296793
2010/7/20,2528.73,2530.331,2477.46,2477.753,53.309,2.1535,118598374,1.12E+11
2010/7/21,2535.394,2553.452,2520.149,2529.619,6.664,0.2635,114247832,1.06E+11
2010/7/22,2562.406,2563.239,2522.201,2525.976,27.012,1.0654,105934217,95754900535
2010/7/23,2572.028,2579.523,2549.237,2566.851,9.622,0.3755,114373149,1.01E+11
2010/7/26,2588.683,2589.484,2556.466,2576.372,16.655,0.6475,93326486,88588775158
2010/7/27,2575.368,2587.997,2565.636,2581.59,-13.315,-0.5144,86605236,85156951249
2010/7/28,2633.663,2636.002,2564.156,2574.322,58.295,2.2636,128979538,1.22E+11
2010/7/29,2648.116,2656.408,2623.944,2635.048,14.453,0.5488,139123605,1.31E+11
2010/7/30,2637.503,2643.035,2614.732,2642.852,-10.613,-0.4008,94773788,94120939833
2010/8/2,2672.516,2675.762,2633.647,2635.807,35.013,1.3275,112944633,1.10E+11
2010/8/3,2627.002,2681.786,2626.722,2678.791,-45.514,-1.703,127971094,1.30E+11
2010/8/4,2638.522,2638.898,2589.988,2620.499,11.52,0.4385,112123737,1.13E+11
2010/8/5,2620.757,2640.589,2606.622,2636.243,-17.765,-0.6733,113514382,1.15E+11
2010/8/6,2658.392,2659.412,2598.913,2618.713,37.635,1.436,120927286,1.23E+11
2010/8/9,2672.533,2676.09,2650.397,2656.364,14.141,0.5319,119964750,1.27E+11
2010/8/10,2595.274,2675.313,2594.336,2672.793,-77.259,-2.8909,127010021,1.30E+11
2010/8/11,2607.497,2618.451,2586.018,2587.615,12.223,0.471,86941461,88751831976
2010/8/12,2575.475,2608.761,2570.963,2584.919,-32.022,-1.2281,92675203,96005861113
2010/8/13,2606.7,2607.033,2564.838,2576.687,31.225,1.2124,88820450,91342498292
2010/8/16,2661.708,2665.314,2596.771,2603.792,55.008,2.1103,125862823,1.31E+11
2010/8/17,2671.893,2677.57,2654.011,2663.184,10.185,0.3826,122638294,1.29E+11
2010/8/18,2666.301,2687.76,2654.408,2674.501,-5.592,-0.2093,136254348,1.29E+11
2010/8/19,2687.979,2701.93,2659.297,2669.431,21.678,0.813,128441613,1.33E+11
2010/8/20,2642.307,2683.288,2636.908,2677.019,-45.672,-1.6991,116172184,1.20E+11
2010/8/23,2639.366,2656.116,2629.707,2637.82,-2.941,-0.1113,88136539,91492887897
2010/8/24,2650.307,2667.171,2614.563,2636.532,10.941,0.4145,107243639,1.06E+11
2010/8/25,2596.58,2645.503,2595.728,2634.95,-53.727,-2.0272,109695828,1.08E+11
2010/8/26,2603.481,2616.962,2590.614,2604.882,6.901,0.2658,80313857,81805454775
2010/8/27,2610.742,2613.487,2588.643,2602.501,7.261,0.2789,70466094,75183467792
2010/8/30,2652.664,2656.355,2620.19,2622.266,41.922,1.6058,110479525,1.21E+11
2010/8/31,2638.798,2647.253,2626.793,2644.787,-13.866,-0.5227,110890245,1.25E+11
2010/9/1,2622.882,2662.876,2604.487,2641.053,-15.916,-0.6032,127164940,1.38E+11
2010/9/2,2655.776,2659.978,2636.418,2646.893,32.894,1.2541,124076238,1.42E+11
2010/9/3,2655.394,2660.539,2631.851,2658.129,-0.382,-0.0144,129456526,1.46E+11
2010/9/6,2696.25,2698.601,2664.239,2667.195,40.856,1.5386,144209066,1.60E+11
2010/9/7,2698.363,2704.933,2679.023,2698.218,2.113,0.0784,112231539,1.24E+11
2010/9/8,2695.291,2695.845,2674.321,2687.711,-3.072,-0.1138,113519409,1.31E+11
2010/9/9,2656.352,2698.638,2651.602,2698.638,-38.939,-1.4447,132989434,1.56E+11
2010/9/10,2663.209,2667.837,2628.829,2657.235,6.857,0.2581,113041151,1.34E+11
2010/9/13,2688.32,2696.674,2660.607,2665.655,25.111,0.9429,117918914,1.41E+11
2010/9/14,2688.522,2703.781,2678.974,2694.069,0.202,0.0075,120712410,1.41E+11
2010/9/15,2652.503,2688.49,2645.864,2688.386,-36.019,-1.3397,122039815,1.38E+11
2010/9/16,2602.465,2653.272,2583.337,2646.921,-50.038,-1.8864,118998200,1.29E+11
2010/9/17,2598.689,2615.079,2592.535,2607.551,-3.776,-0.1451,83171357,94655424363
2010/9/20,2588.713,2607.347,2573.629,2601.482,-9.976,-0.3839,79469519,89768763346
2010/9/21,2591.55,2601.099,2580.177,2593.763,2.837,0.1096,58101406,66352718904
2010/9/27,2627.967,2629.045,2597.139,2600.54,36.417,1.4052,76844658,90540412831
2010/9/28,2611.354,2625.326,2607.018,2625.326,-16.613,-0.6322,93117430,1.15E+11
2010/9/29,2610.678,2634.124,2603.927,2608.919,-0.676,-0.0259,88618663,1.06E+11
2010/9/30,2655.658,2655.999,2597.597,2599.715,44.98,1.7229,89580361,1.07E+11
2010/10/8,2738.744,2747.805,2677.994,2681.253,83.086,3.1286,135759543,1.68E+11
2010/10/11,2806.942,2823.597,2755.026,2755.026,68.198,2.4901,207535265,2.53E+11
2010/10/12,2841.407,2843.428,2782.341,2795.764,34.465,1.2278,167428327,2.12E+11
2010/10/13,2861.361,2862.035,2826.221,2842.138,19.954,0.7023,185281671,2.28E+11
2010/10/14,2879.636,2919.414,2864.519,2881.552,18.275,0.6387,229461709,2.65E+11
2010/10/15,2971.16,2971.16,2858.216,2863.738,91.524,3.1783,236568558,2.73E+11
2010/10/18,2955.227,3026.099,2944.715,2985.462,-15.933,-0.5363,263316938,3.01E+11
2010/10/19,3001.853,3002.371,2931.91,2949.63,46.626,1.5777,170667828,2.00E+11
2010/10/20,3003.951,3041.151,2942.505,2947.511,2.098,0.0699,207804424,2.62E+11
2010/10/21,2983.533,3018.244,2958.546,3009.225,-20.418,-0.6797,161436141,2.05E+11
2010/10/22,2975.043,2997.624,2954.619,2976.754,-8.49,-0.2846,147079881,1.95E+11
2010/10/25,3051.419,3051.539,2959.298,2979.706,76.376,2.5672,192114243,2.52E+11
2010/10/26,3041.543,3073.384,3017.818,3065.844,-9.876,-0.3237,198778908,2.60E+11
2010/10/27,2997.048,3056.399,2988.871,3031.645,-44.495,-1.4629,176268280,2.30E+11
2010/10/28,2992.579,3007.013,2969.304,2989.29,-4.469,-0.1491,143537933,1.86E+11
2010/10/29,2978.835,2996.774,2955.48,2993.296,-13.744,-0.4593,147109754,1.95E+11
2010/11/1,3054.021,3054.05,2986.886,2986.886,75.186,2.524,186243180,2.51E+11
2010/11/2,3045.434,3089.568,3029.324,3061.631,-8.587,-0.2812,224947283,3.07E+11
2010/11/3,3030.988,3069.066,3017.098,3044.022,-14.446,-0.4743,189848032,2.44E+11
2010/11/4,3086.939,3087.421,3035.366,3035.366,55.951,1.846,176857096,2.28E+11
2010/11/5,3129.497,3142.589,3105.921,3129.87,42.558,1.3786,211955803,2.73E+11
2010/11/8,3159.512,3160.699,3124.091,3140.395,30.015,0.9591,205417960,2.59E+11
2010/11/9,3135,3159.019,3110.343,3159.019,-24.512,-0.7758,192455746,2.48E+11
2010/11/10,3115.356,3124.256,3093.878,3120.44,-19.644,-0.6266,185052423,2.49E+11
2010/11/11,3147.744,3186.72,3102.774,3108.511,32.388,1.0396,210274743,2.87E+11
2010/11/12,2985.435,3150.146,2975.163,3121.922,-162.309,-5.1564,233084958,2.98E+11
2010/11/15,3014.413,3016.131,2939.68,2984.872,28.978,0.9706,153152448,1.97E+11
2010/11/16,2894.538,3007.643,2885.753,3007.643,-119.875,-3.9767,171089373,2.22E+11
2010/11/17,2838.857,2891.052,2824.121,2852.478,-55.681,-1.9237,123780261,1.59E+11
2010/11/18,2865.452,2873.696,2827.179,2855.605,26.595,0.9368,102226182,1.28E+11
2010/11/19,2888.566,2888.75,2806.644,2879.655,23.114,0.8066,123778460,1.56E+11
2010/11/22,2884.371,2904.97,2852.774,2861.606,-4.195,-0.1452,127117716,1.63E+11
2010/11/23,2828.282,2872.172,2791.584,2872.172,-56.089,-1.9446,116311956,1.45E+11
2010/11/24,2859.936,2861.485,2794.864,2794.864,31.654,1.1192,116156238,1.48E+11
2010/11/25,2898.261,2901.675,2856.962,2875.858,38.325,1.3401,131608453,1.67E+11
2010/11/26,2871.698,2894.421,2851.957,2890.287,-26.563,-0.9165,110866191,1.44E+11
2010/11/29,2866.356,2878.827,2841.795,2861.149,-5.342,-0.186,102452542,1.34E+11
2010/11/30,2820.181,2881.16,2758.924,2863.412,-46.175,-1.6109,139324863,1.73E+11
2010/12/1,2823.449,2834.199,2795.811,2810.543,3.268,0.1159,81263296,1.04E+11
2010/12/2,2843.607,2870.806,2841.473,2860.464,20.158,0.7139,104195755,1.32E+11
2010/12/3,2842.431,2853.401,2822.743,2846.725,-1.176,-0.0414,83521010,1.06E+11
2010/12/6,2857.178,2871.407,2831.697,2850.382,14.747,0.5188,89773055,1.11E+11
2010/12/7,2875.861,2884.53,2809.11,2843.767,18.683,0.6539,86785497,1.11E+11
2010/12/8,2848.546,2880.558,2843.94,2868.733,-27.315,-0.9498,86707379,1.10E+11
2010/12/9,2810.949,2854.7,2808.506,2837.615,-37.597,-1.3199,94622552,1.09E+11
2010/12/10,2841.04,2850.422,2792.522,2798.736,30.091,1.0705,80496108,98203063221
2010/12/13,2922.954,2923.774,2847.658,2850.325,81.914,2.8832,128878468,1.60E+11
2010/12/14,2927.077,2933.407,2912.42,2928.3,4.123,0.1411,120944936,1.53E+11
2010/12/15,2911.414,2939.05,2905.649,2927.264,-15.663,-0.5351,109462489,1.43E+11
2010/12/16,2898.138,2921.275,2891.858,2908.865,-13.276,-0.456,87606313,1.10E+11
2010/12/17,2893.74,2898.812,2881.004,2896.77,-4.398,-0.1518,73677136,93857086844
2010/12/20,2852.916,2911.561,2804.556,2901.47,-40.824,-1.4108,113755495,1.47E+11
2010/12/21,2904.115,2908.166,2846.633,2857.589,51.199,1.7946,106825623,1.36E+11
2010/12/22,2877.9,2917.199,2867.049,2910.731,-26.215,-0.9027,98325557,1.26E+11
2010/12/23,2855.22,2893.711,2849.836,2874.202,-22.68,-0.7881,89002488,1.09E+11
2010/12/24,2835.157,2853.486,2813.496,2841.346,-20.063,-0.7027,81216848,95886756272
2010/12/27,2781.402,2876.811,2774.538,2842.807,-53.755,-1.896,97807278,1.23E+11
2010/12/28,2732.99,2775.149,2730.407,2768.031,-48.412,-1.7406,84332632,96990632639
2010/12/29,2751.527,2753.025,2721.479,2735.476,18.537,0.6783,63941278,76202882886
2010/12/30,2759.575,2768.126,2724.541,2751.973,8.048,0.2925,73172046,86056703442
2010/12/31,2808.077,2808.926,2758.131,2759.162,48.502,1.7576,83350214,1.08E+11
2011/1/4,2852.648,2855.396,2810.108,2825.329,44.571,1.5872,110072791,1.46E+11
2011/1/5,2838.593,2850.493,2824.296,2833.117,-14.055,-0.4927,104415282,1.35E+11
2011/1/6,2824.197,2853.875,2816.951,2838.435,-14.396,-0.5072,84705616,1.13E+11
2011/1/7,2838.801,2868.005,2807.87,2820.665,14.604,0.5171,113129568,1.37E+11
2011/1/10,2791.809,2847.358,2786.861,2832.622,-46.992,-1.6553,90780872,1.11E+11
2011/1/11,2804.047,2810.762,2770.338,2783.476,12.238,0.4384,80553780,94484834019
2011/1/12,2821.305,2828.468,2788.13,2811.785,17.258,0.6155,79246117,88093030257
2011/1/13,2827.713,2837.526,2810.874,2830.534,6.408,0.2271,74886265,87930916308
2011/1/14,2791.344,2817.048,2780.438,2817.048,-36.369,-1.2862,76753880,90644705327
2011/1/17,2706.66,2780.942,2698.781,2772.45,-84.684,-3.0338,92519113,1.05E+11
2011/1/18,2708.979,2715.406,2683.367,2696.147,2.319,0.0857,60377276,67738468876
2011/1/19,2758.097,2759.602,2700.811,2707.816,49.118,1.8132,78493169,89943624643
2011/1/20,2677.652,2752.799,2676.129,2752.799,-80.445,-2.9167,86047191,95850318766
2011/1/21,2715.294,2746.178,2667.286,2668.677,37.642,1.4058,95639038,1.03E+11
2011/1/24,2695.72,2736.109,2690.652,2716.524,-19.574,-0.7209,87920807,96191099725
2011/1/25,2677.432,2701.044,2661.448,2691.693,-18.288,-0.6784,69481412,75578247319
2011/1/26,2708.814,2710.738,2676.769,2677.172,31.382,1.1721,60750899,67295416034
2011/1/27,2749.15,2753.001,2677.21,2690.825,40.336,1.4891,105569163,1.15E+11
2011/1/28,2752.75,2759.44,2733.291,2741.314,3.6,0.1309,85427992,98480283957
2011/1/31,2790.694,2790.921,2748.538,2751.527,37.944,1.3784,91502814,1.07E+11
2011/2/1,2798.96,2805.049,2785.296,2795.071,8.266,0.2962,73350092,90093971270
2011/2/9,2774.065,2804.208,2764.867,2778.701,-24.895,-0.8894,87257788,1.05E+11
2011/2/10,2818.163,2819.063,2760.175,2769.646,44.098,1.5897,97919763,1.17E+11
2011/2/11,2827.328,2835.411,2807.605,2815.119,9.165,0.3252,107758171,1.28E+11
2011/2/14,2899.134,2906.261,2828.571,2828.571,71.806,2.5397,154242970,1.80E+11
2011/2/15,2899.237,2934.467,2892.637,2900.427,0.103,0.0036,152449898,1.87E+11
2011/2/16,2923.896,2924.188,2882.549,2893.682,24.659,0.8505,127805697,1.60E+11
2011/2/17,2926.964,2939.284,2905.032,2929.255,3.068,0.1049,130415498,1.69E+11
2011/2/18,2899.792,2924.23,2890.262,2924.23,-27.172,-0.9283,113775463,1.42E+11
2011/2/21,2932.246,2932.82,2884.191,2886.54,32.454,1.1192,118855883,1.46E+11
2011/2/22,2855.516,2944.413,2851.62,2941.318,-76.73,-2.6168,153004622,1.92E+11
2011/2/23,2862.634,2868.484,2839.195,2844.99,7.118,0.2493,111083059,1.38E+11
2011/2/24,2878.603,2881.537,2854.564,2861.393,15.969,0.5578,109772588,1.37E+11
2011/2/25,2878.565,2890.324,2848.65,2876.777,-0.038,-0.0013,100094039,1.24E+11
